NOM;ADRESSE;NUMERO;CODE POSTAL;LOCALITE;CATEGORIE;TYPE;TELEPHONE
Inno;Boulevard Tirou;109;6000.0;Charleroi;Centre commercial;;071/31.22.40
Longchamp;Boulevard Tirou;111;6000.0;Charleroi;Mode;;071/30.39.19
Tom'Square;Boulevard Tirou;153;6000.0;Charleroi;Autres;Achat-Vente CD, DVD, jeux vidéo;071/57.55.95
Café-Restaurant Notre Maison;Boulevard Tirou;169;6000.0;Charleroi;Café;;071/32.40.22
Tam-tam;Rue De Marcinelle;12;6000.0;Charleroi;Café;;
JeanMichel.net;Rue De Marcinelle;27;6000.0;Charleroi;Autres;Collectionneur BD;0477/25.73.79
Au Point Break;Rue De Marcinelle;17;6000.0;Charleroi;Snack;Sandwicherie;0493/08.15.45
Eureka Shop;Boulevard Tirou;6;6000.0;Charleroi;Librairie;;071/58.66.24
Sud Impression;Boulevard Tirou;10;6000.0;Charleroi;Imprimeur;;071/31.63.01
Cordonnerie Jacquy Bodart;Boulevard Tirou;28;6000.0;Charleroi;Mode;Cordonnier;0471/55.94.24
AC Styling;Boulevard Tirou;41;6000.0;Charleroi;Coiffeur;;071/32.07.47
Prosper's;Boulevard Tirou;43;6000.0;Charleroi;Café;;0477/82.03.54
Léonidas;Boulevard Tirou;47;6000.0;Charleroi;Chocolatier;;071/53.53.06
Dupuis;Boulevard Tirou;65;6000.0;Charleroi;Mode;;071/30.01.24
Le Miramar;Place Rucloux;3;6000.0;Charleroi;Café;;0483/71.38.72
Rive Gauche;Place Verte;20;6000.0;Charleroi;Centre commercial;;071/20.90.71
Argue Atelier;Rue Pruniau;1;6000.0;Charleroi;Bijouterie;;071/30.12.93
Renzo Coiffure;Rue De Marchienne;9;6000.0;Charleroi;Coiffeur;;071/31.94.82
La Sacagerie;Rue De Marchienne;11;6000.0;Charleroi;Mode;;071/32.92.05
Carolopolitan;Rue De Marchienne;25;6000.0;Charleroi;Café;;0485/63.76.79
Clic Clac 1 Heure;Rue Du Collège;9;6000.0;Charleroi;Photographe;;071/32.21.37
Sweetie Bar;Square Des Martyrs;;6000.0;Charleroi;Autres;Bonbons, milkshakes, douceurs;0473/11.58.77
Golden Palace;Rue Du Grand Central;33-2;6000.0;Charleroi;Casino;;071 30 74 97
L'Idéal;Rue Du Grand Central;61;6000.0;Charleroi;Snack;Sandwicherie;
Yves Rocher;Rue De Dampremy;4;6000.0;Charleroi;Bien-être;;071/32.09.41
Boucherie Charcuterie Royale;Rue De Dampremy;56;6000.0;Charleroi;Boucherie;;071/32.74.18
Le Nirvana Bar;Boulevard De L'Yser;38;6000.0;Charleroi;Café;;0484/39.96.32
Le Colisée;Boulevard De L'Yser;40;6000.0;Charleroi;Snack;Sandwicherie;0460/96.47.54
Arcana Body Art;Rue de Marcinelle;40;6000.0;Charleroi;Tattoo;;0467 05 30 60
O'Nouilles;Rue De La Montagne;38;6000.0;Charleroi;Snack;Nouilles;0493 382 522
Nuage d'Intérieur;Avenue Paul Pastur;125;6000.0;Charleroi;Maison & Décoration;Déco;0491 36 61 40
Comptoir D Thé;Grand Rue;143;6000.0;Charleroi;Alimentation générale;Epicerie fine;0477 90 68 49
Aldi;Chaussée de Châtelet;393;6042.0;Lodelinsart;Grande surface;;
Boulangerie Ulaş;Chaussée de Châtelet;405;6042.0;Lodelinsart;Boulangerie;;
Chauraci;Rue de l'Etang;141;6042.0;Lodelinsart;Maison & Décoration;;071/32 10 35
Chez Raymond;Chaussée de Châtelet;413;6042.0;Lodelinsart;Snack;;071/48 77 34
Cornix;Chaussée de Bruxelles;326;6042.0;Lodelinsart;Maison & Décoration;;067/41 12 41
D-jix Pneu;Chaussée de Châtelet;208;6042.0;Lodelinsart;Voiture;;078/48 11 91
Esso express;Chaussée de Châtelet;2;6042.0;Lodelinsart;Voiture;;056/73 30 00
Fontaine Beauvois;Chaussée de Bruxelles;330;6042.0;Lodelinsart;Maison & Décoration;;071/20 45 40
Fritapapa (ex. Frite de Maman);Chaussée de Bruxelles;143;6042.0;Lodelinsart;Snack;;071/30 30 23
Le Blé d'Or;Chaussée de Bruxelles;139;6042.0;Lodelinsart;Boulangerie;;
Marty Home Cuisines;Chaussée de Châtelet;447;6042.0;Lodelinsart;Maison & Décoration;;071/42 11 43
Mipri Meubles;Chaussée de Bruxelles;480;6042.0;Lodelinsart;Maison & Décoration;;071/32 75 98
Pacific Graphic;Chaussée de Châtelet;445;6042.0;Lodelinsart;Imprimeur;;071/48 93 69
Sakly Interceramique;Chaussée de Châtelet;433;6042.0;Lodelinsart;Maison & Décoration;;071/17 00 67
Studio Jean;Chaussée de Châtelet;226;6042.0;Lodelinsart;Coiffeur;;
Taverne de la Gare;Avenue de la Gare;1;6030.0;Marchienne-au-Pont;Café;;071 30 76 88
Banque Belfius;Place du Perron;23;6030.0;Marchienne-au-Pont;Banque & Assurance;;071 29 75 30
Snack de Cartier;Place du Perron;42;6030.0;Marchienne-au-Pont;Snack;;071 47 13 40
Balkan Alimentation;Route de Mons;29;6030.0;Marchienne-au-Pont;Alimentation générale;;
Reyhan Boucherie;Route de Mons;51;6030.0;Marchienne-au-Pont;Boucherie;;071 30 37 10
Jumet Pièces Auto;Rue  Pierre Bauwens;122;6030.0;Marchienne-au-Pont;Voiture;;071 31 55 59
Merinos Hali;Rue  Pierre Bauwens;16;6030.0;Marchienne-au-Pont;Alimentation générale;;
Ets Panda;Rue de Beaumont;125;6030.0;Marchienne-au-Pont;Solderie;;071 36 53 10
Chez Mobeen;Rue de Beaumont;153;6030.0;Marchienne-au-Pont;Alimentation générale;;
Universal GSM;Rue de Beaumont;16;6030.0;Marchienne-au-Pont;Téléphonie;;071 56 10 10
Le Censini;Rue de Beaumont;165;6030.0;Marchienne-au-Pont;Maison & Décoration;;071 51 53 26
Sun Shine;Rue de Beaumont;195;6030.0;Marchienne-au-Pont;Bien-être;;071 476287
Go'Inn / Stop and Shop;Rue de Beaumont;204;6030.0;Marchienne-au-Pont;Alimentation générale;;071 43 23 48
Gio la Brocante;Rue de Beaumont;242;6030.0;Marchienne-au-Pont;Autres;Dépôt-Vente;0475 94 31 34
Le Petit Beaumont;Rue de Beaumont;255;6030.0;Marchienne-au-Pont;Alimentation générale;;
Coiffure Maxence;Rue de Beaumont;275;6030.0;Marchienne-au-Pont;Coiffeur;;071 51 67 83
Café Le Kilo;Rue de Beaumont;281;6030.0;Marchienne-au-Pont;Café;;
Le Bonjour 2;Rue de Châtelet;13;6030.0;Marchienne-au-Pont;Alimentation générale;;
Boucherie Al Fajr;Rue de la Providence;4;6030.0;Marchienne-au-Pont;Boucherie;;
ST Cars;Rue de la Providence;90;6030.0;Marchienne-au-Pont;Voiture;;
Akkaya Construct;Rue des Bateliers;32A;6030.0;Marchienne-au-Pont;Construction;;
Homeoplant;Rue des Bateliers;53;6030.0;Marchienne-au-Pont;Pharmacie;;071 32 10 40
Cougemat;Rue des Chantiers;25;6030.0;Marchienne-au-Pont;Construction;;071 31 38 46
Barbier-Coiffeur Neco;Rue des Dochards;2;6030.0;Marchienne-au-Pont;Coiffeur;;0487 38 88 26
Press Shop;Rue Fesler;35;6030.0;Marchienne-au-Pont;Librairie;;071 31 04 65
Cash Win Bet;Rue Fesler;77;6030.0;Marchienne-au-Pont;Paris sportifs;;
Ets Belma;Rue Fesler;88;6030.0;Marchienne-au-Pont;Alimentation générale;;071 19 35 74
Le Terminal;Rue Joseph Wauters;12;6043.0;Ransart;Café;;
Lukoil;Rue Eau-sur-Elle;2;6043.0;Ransart;Voiture;;071/37.21.17
Tailleur Jean;Rue Masses Diarbois;87;6043.0;Ransart;Artisans;;071/35.26.97
Point Forme;Chaussée de Gilly;310;6043.0;Ransart;Bien-être;Fitness;071/35.57.93
Friterie du Tailleny;Rue des Carabiniers;82;6043.0;Ransart;Snack;;
Application Team SPRL;Rue Eau-sur-Elle;111;6043.0;Ransart;Imprimeur;Découpe vinyle voitures;0475 23 68 82
Le Rustique;Rue Paul Pastur;205;6043.0;Ransart;Café;;0484/85 32 48
Snack Paola;Rue Paul Pastur;207;6043.0;Ransart;Snack;;0497/ 635983
Aldi;Rue de la Flanière;2;6043.0;Ransart;Grande surface;;
Boucherie Marling;Rue de la Flanière;3;6043.0;Ransart;Boucherie;;071 37 28 65
Pharmacie Cambier;Rue Masses Diarbois;55;6043.0;Ransart;Pharmacie;;071 35 37 79
New Look Coiffure;Rue Charbonnel;47;6043.0;Ransart;Coiffeur;;071 34 67 42
Ôptichien;Rue de la Station;200;6043.0;Ransart;Toilettage;;071 34 36 96
Boucherie Neirynck;Rue de la Station;82;6043.0;Ransart;Boucherie;;071 35 96 38
Au Gai Savoir;Rue de la Station;60;6043.0;Ransart;Loisirs;Educatif;071 25 91 50
Maxel Renov';Rue des Frères Heusghem;19;6043.0;Ransart;Construction;;071 34 69 11
Cars & Co;Rue du Vigneron;129;6043.0;Ransart;Voiture;;0479/92 84 01
Fleurs Tilman;Rue Dandois;89;6043.0;Ransart;Fleuriste;;071 35 21 15
Back to Vrac;Place François Goffe;2;6043.0;Ransart;Epicerie;Vente en vrac;0479 29 52 62
COLSON ET FILS;Chaussée de Bruxelles;11;6020.0;Dampremy;Voiture;;071 20 54 69
GSL DAMPREMY;Chaussée de Bruxelles;134;6020.0;Dampremy;Voiture;;071 32 23 70
COLRUYT;Chaussée de Bruxelles;233;6020.0;Dampremy;Grande surface;;071 31 81 75
HOLLYWOOD SOUND CENTER;Chaussée de Bruxelles;72;6020.0;Dampremy;Voiture;Audio;071 30 83 44
LJ COIFFURE;Place de Crawhez;1;6020.0;Dampremy;Coiffeur;;071 16 30 47
CARROSSERIE LORENA;Rue de Gohyssart;104;6020.0;Dampremy;Voiture;;071 31 09 01
L'Orient;Rue des Français;158;6020.0;Dampremy;Alimentation générale;;071 32 74 01
PHARMACIE CATRIN;Rue Jean Jaurès;272;6020.0;Dampremy;Pharmacie;;071 31 46 76
ID COIFFURE;Rue Jean Jaurès;339;6020.0;Dampremy;Coiffeur;;071 31 41 65
FIL COIF;Rue Joseph Wauters;374;6020.0;Dampremy;Coiffeur;;071 33 32 35
PHARMACIE EL ALLOUCH;Rue Jules Houssière;100;6020.0;Dampremy;Pharmacie;;071 31 40 48
SPORT NUTRITION CHARLEROI;Rue Jules Houssière;163;6020.0;Dampremy;Sport;;
DELTA PHARMA;Rue Clémenceau;4;6044.0;Roux;Pharmacie;;071 35 14 41
LIBRAIRIE DU CHARNOIS;Rue de Courcelles;116;6044.0;Roux;Librairie;;071 45 45 99
PUMPY GO;Rue de Courcelles;181;6044.0;Roux;Station essence;;
SNACK IBO'S;Rue de Courcelles;46;6044.0;Roux;Snack;;
L ESSENTIEL IMMOBILIER;Rue de Courcelles;66;6044.0;Roux;Immobilier;;071 53 57 15
PHARMACIE SCAUFLAIRE;Rue des Alliés;13;6044.0;Roux;Pharmacie;;071 45 11 17
LE CHEZ NOUS;Rue des Alliés;9;6044.0;Roux;Café;;0493 03 25 73
PHARMACIE CAWAY L;Rue Emmanuel Jacquet;17;6044.0;Roux;Pharmacie;;071 34 10 65
STEPHANE DE WINNE;Rue Jean Jaurès;23;6044.0;Roux;Boulangerie;;071 45 36 72
SEDUC'TIFS;Rue Maréchal Foch;16;6044.0;Roux;Coiffeur;;071 45 32 38
SNACK CARLO;Rue Maréchal Foch;28B;6044.0;Roux;Snack;;071 46 12 41
CAFE DE LA BRASSERIE;Rue Pierre Hans;222;6030.0;Goutroux;Café;;
BEAUTES PARALLELES;Avenue Jules Destrée;10;6031.0;Monceau-sur-Sambre;Coiffeur;;071 32 83 00
EFORBET;Route de Trazegnies;23;6031.0;Monceau-sur-Sambre;Paris sportifs;;
ETS BOUTON;Route de Trazegnies;248/250;6031.0;Monceau-sur-Sambre;Industrie;Métal;+32 (0) 71 32 04 93
ESSO EXPRESS;Route de Trazegnies;281;6031.0;Monceau-sur-Sambre;Station essence;;056 73 30 00
ACE;Route de Trazegnies;500;6031.0;Monceau-sur-Sambre;Autres;Mobilier urbain;
MULTIPHARMA;Rue Adolphe Desy;113;6031.0;Monceau-sur-Sambre;Pharmacie;;
PHARMACIE FERMEUSE;Rue Albert Camus;74;6031.0;Monceau-sur-Sambre;Pharmacie;;071 32 93 78
STYL DUO;Rue Albert Camus;75;6031.0;Monceau-sur-Sambre;Coiffeur;;071 30 68 04
YILMAZ ASSURANCES;Rue Albert Camus;81;6031.0;Monceau-sur-Sambre;Banque & Assurance;;071 36 75 36
STYLE COIFF;Rue de Mons;3;6031.0;Monceau-sur-Sambre;Coiffeur;;
CHEZ MIMOUN;Rue de Mons;39;6031.0;Monceau-sur-Sambre;Autres;Cadeaux;
MARCHIENNE DECOR;Rue de Mons;9;6031.0;Monceau-sur-Sambre;Construction;Peintures;071 31 43 10
MULTIPHARMA;Rue des Combattants;2;6031.0;Monceau-sur-Sambre;Pharmacie;;
ESPACE COIFFURE;Rue des Combattants;7;6031.0;Monceau-sur-Sambre;Coiffeur;;
CARREFOUR MARKET;Rue du Calvaire;141;6031.0;Monceau-sur-Sambre;Grande surface;;071 32 64 74
COORDONNIER OLIVIER;Rue Jules Destrée;6;6031.0;Monceau-sur-Sambre;Mode;Cordonnier;
ACIER GROSJEAN;Rue de Zone;23;6032.0;Mont-sur-Marchienne;Industrie;Métal;+32 (0)71 47 10 40
BIJOUTERIE PASSAU;Avenue Paul Pastur;146;6032.0;Mont-sur-Marchienne;Bijouterie;;(+32) 71 36 06 81
BOULANGERIE VANDAMME;Avenue Paul Pastur;6;6032.0;Mont-sur-Marchienne;Boulangerie;;
EASYCLASS;Chaussée de Thuin;40 A;6032.0;Mont-sur-Marchienne;Industrie;;
FAST ELECT;Chaussée de Thuin;109;6032.0;Mont-sur-Marchienne;Electronique;Electro-ménager;
Fox & Cie;Avenue Paul Pastur;70;6032.0;Mont-sur-Marchienne;Loisirs;Jouets;071 43 04 30
KOTLICO;Avenue Paul Pastur;179;6032.0;Mont-sur-Marchienne;Fleuriste;;071 81 07 73
L'Olivier;Rue de Bomerée;5;6032.0;Mont-sur-Marchienne;Alimentation générale;Epicerie fine;071 36 91 69
Les Folies du Coiffeur;Avenue Paul Pastur;179;6032.0;Mont-sur-Marchienne;Coiffeur;;071 47.77.43
LEONE;Chaussée de Thuin;16;6032.0;Mont-sur-Marchienne;Voiture;Concessionnaire;+32 (0)71 36 19 38
LES 100 PAS;Avenue Paul Pastur;145;6032.0;Mont-sur-Marchienne;Mode;Cordonnier;071/43.55.69
L'INATTENDU;Avenue Paul Pastur;103;6032.0;Mont-sur-Marchienne;Maison & Décoration;Déco;071 41 98 81
MAXI PHOTO EXPRESS;Avenue Paul Pastur;179;6032.0;Mont-sur-Marchienne;Photographe;;071 366107
MH PACI COIFF;Avenue Paul Pastur;81;6032.0;Mont-sur-Marchienne;Coiffeur;;071 16 77 29
PHARMACIE PIERART FRANCOISE;Rue Pasteur;39;6032.0;Mont-sur-Marchienne;Pharmacie;;071 36 38 77
PINO DECOR;Rue du Cimetiere;2;6032.0;Mont-sur-Marchienne;Construction;Peintre en bâtiment;071 436 324
Principe Féminin;Avenue Paul Pastur;132;6032.0;Mont-sur-Marchienne;Bien-être;;0475 25 96 15
RENOWAL;Rue de Zone;2;6032.0;Mont-sur-Marchienne;Construction;Châssis;071/47.18.17
SAVEURS…;Avenue Paul Pastur;34;6032.0;Mont-sur-Marchienne;Fromagerie;;071 36 69 92
SHELL EXPRESS;Rue de Bomerée;54;6032.0;Mont-sur-Marchienne;Station essence;;02 508 92 98
THIERRY B;Avenue Paul Pastur;122;6032.0;Mont-sur-Marchienne;Traiteur;;071 36 83 31
THIRION;Avenue Paul Pastur;279 B;6032.0;Mont-sur-Marchienne;Boulangerie;;071 36 06 67
TRAFIC;Avenue Paul Pastur;179;6032.0;Mont-sur-Marchienne;Grande surface;;071 29 71 00
WAUTHIER SANITAIRE;Rue Jules Ruhl;39;6032.0;Mont-sur-Marchienne;Construction;Sanitaires;
Institut Apsara;Rue Vandervelde;83;6041.0;Gosselies;Bien-être;;0495 15 04 04
Aux Quatre Saisons;Place des Martyrs;5;6041.0;Gosselies;Snack;Sandwicherie;0496/05 10 89
Bertrand Carrelages;Rue Robesse;2;6041.0;Gosselies;Maison & Décoration;;071/ 85 03 05
Boulangerie du Calvaire;Place Albert 1er;7;6041.0;Gosselies;Boulangerie;;071 35 08 73
Brico;Rue Tahon;10;6041.0;Gosselies;Grande surface;Bricolage;071/357067
Carrefour Market;Rue Vandervelde;67;6041.0;Gosselies;Grande surface;;071 35 40 10
Cash Converters;Rue de la Renaissance;9;6041.0;Gosselies;Autres;Dépôt-Vente;071 35 99 91
Chartier coiffure;Rue Astrid;11;6041.0;Gosselies;Coiffeur;;071/355047
Circus Games;Route Nationale 5;;6041.0;Gosselies;Casino;;071 34 50 41
Coiffure styling;Chaussée de Nivelles;176;6041.0;Gosselies;Coiffeur;;071 34 11 02
Damart;Rue de Namur;144;6041.0;Gosselies;Mode;;056 48 30 42
De Spiegeleer;Chaussée de Courcelles;77;6041.0;Gosselies;Funérarium;;071/35 18 10
D'Hondt;Rue Pont-à-Migneloux;47;6041.0;Gosselies;Construction;Portes Escaliers Parquet;071/85 04 14
Dockx Rental;Avenue des Etats-Unis;7;6041.0;Gosselies;Voiture;Location;071/20 04 00
Epicerie du coin;Rue du Spinois;1;6041.0;Gosselies;Alimentation générale;;
Espace Tifs;Faubourg de Bruxelles;4;6041.0;Gosselies;Coiffeur;;071 34 09 54
Expressé;Place Albert 1er;6;6041.0;Gosselies;Café;;
Fabory;Chaussée de Fleurus;72;6041.0;Gosselies;Industrie;Fixations;071 25 61 61
Fernand Georges;Avenue des Etats-Unis;30;6041.0;Gosselies;Construction;Outillage;071 25 00 60
Hema;Avenue du Grand Vivier;21;6041.0;Gosselies;Mode;;071/25 00 40
ID Kids;Avenue du Chêne Saint Jean;69;6041.0;Gosselies;Loisirs;Jouets;071/79 88 75
Intersport (Sport Direct);Rue des Bancroix;3;6041.0;Gosselies;Sport;;071 69 31 04
La Frite d'Or;Rue du Calvaire;12;6041.0;Gosselies;Snack;;
La Maison du PC;Faubourg de Bruxelles;164;6041.0;Gosselies;Informatique;;0475 24 06 79
L'Albert One;Place Albert 1er;9;6041.0;Gosselies;Café;;0488 04 83 46
Le Break;Rue des Bancroix;6;6041.0;Gosselies;Snack;Sandwicherie;071/35 53 55
Leonidas;Rue Tahon;16;6041.0;Gosselies;Chocolatier;;071 35 58 60
Les Cuisines à Vivre;Rue Pont-à-Migneloux;37;6041.0;Gosselies;Maison & Décoration;Cuisines;071/85 49 16
Les Délices des Martyrs;Place des Martyrs;8;6041.0;Gosselies;Boulangerie;;0493/84 25 23
Librairie du Parc;Rue Saint Roch;19;6041.0;Gosselies;Librairie;;071 35 48 12
Literie Prestige;Avenue du Grand Vivier;1;6041.0;Gosselies;Maison & Décoration;Literie;071/37 45 97
Mondial Textiles;Rue de Namur;138;6041.0;Gosselies;Maison & Décoration;Tissus;071 35 88 89
Pitau;Chaussée de Courcelles;300;6041.0;Gosselies;Loisirs;Cyclisme;071/34 30 13
Pronti;Avenue du Grand Vivier;5;6041.0;Gosselies;Mode;Chaussures;071/37 29 30
Rackstore;Avenue Chêne St Jean;9;6041.0;Gosselies;Mode;;071 34 48 82
Salon de coiffure E. Nour;Rue Modeste Cornil;35;6041.0;Gosselies;Coiffeur;;
Salon Lavoir;Rue Modeste Cornil;19;6041.0;Gosselies;Lavoir;;
SDM concept;Chaussée de Nivelles;130;6041.0;Gosselies;Construction;Electricité;+32 (0)477 299 303
Snack Yerli;Rue des Marliaires;6;6041.0;Gosselies;Snack;;
Stock Américain;Rue Robesse;37 A;6041.0;Gosselies;Autres;Stock américain;071/87 58 40
Thierry Schollaert;Rue Pont-à-Migneloux;25;6041.0;Gosselies;Artisans;Meubles;0475/86 15 98
Trésor d'Italie;Place des Combattants;5;6041.0;Gosselies;Alimentation générale;;0496 219 704
VRS Product;Rue Pont-à-Migneloux;33 B;6041.0;Gosselies;Grossiste;Pommes de terre;071/85 10 86
Lucci;Place Basile Parent;6;6010.0;Couillet;Coiffeur;;071/336620
AUX CAVES;PLACE DE LA QUEUE;31;6010.0;Couillet;Café;;071/36.54.09
STUDIO RITA;ROUTE DE CHATELET;7;6010.0;Couillet;Coiffeur;;071/369363
PHARMACIE STRECK;ROUTE DE CHATELET;251;6010.0;Couillet;Pharmacie;;071/36.29.44
CAROLO BETON;ROUTE DE CHATELET;500;6010.0;Couillet;Construction;;(+32) 71 38 55 01 (direction et service commercial)
LIDL;Avenue de Philippeville;23;6010.0;Couillet;Grande surface;;0800 73 520
SEVERINE M;ROUTE DE PHILIPPEVILLE;69;6010.0;Couillet;Coiffeur;;071/478989
LEADER PRICE;ROUTE DE PHILIPPEVILLE;219;6010.0;Couillet;Grande surface;;071 43 43 85
ESSO;ROUTE DE PHILIPPEVILLE;297;6010.0;Couillet;Station essence;;071 47 24 28
SCHAMP;ROUTE DE PHILIPPEVILLE;461;6010.0;Couillet;Boulangerie;;071 43 08 35
Shell Express;Route de Philippeville;2;6010.0;Couillet;Station essence;;02 508 92 98
Le Fakir;Route de Philippeville;52;6010.0;Couillet;Snack;;071 47 93 07
Franca Bruno;Route de Philippeville;60;6010.0;Couillet;Bien-être;;071/369449
Serrurerie Folie;Route de Philippeville;72;6010.0;Couillet;Mode;Cordonnier;071/362582
Unipharma;Route de Philippeville;146;6010.0;Couillet;Pharmacie;;071/363282
Alpha Conseils;Route de Philippeville;224;6010.0;Couillet;Banque & Assurance;;071/367213
PRONTI;ROUTE DE PHILIPPEVILLE;329;6010.0;Couillet;Mode;Chaussures;071/368908
LUXUS MANIET;ROUTE DE PHILIPPEVILLE;303/21;6010.0;Couillet;Mode;Chaussures;071/511839
Rapid +;Route de Philippeville;442;6010.0;Couillet;Alimentation générale;;
Coiffure Maryline;Route de Philippeville;382;6010.0;Couillet;Coiffeur;;071/437400
Le Roi du Matelas;Route de Philippeville;350;6010.0;Couillet;Maison & Décoration;;071/472649
Donati;Rue de Villers;47;6010.0;Couillet;Pompes funèbres;;071/501606
Coiffure Vincent;Rue de Villers;103;6010.0;Couillet;Coiffeur;;071/4742012
Facopro;Rue des Charbonnages;11;6010.0;Couillet;Construction;Béton;071/438230
IMPRIMERIE STIMANNE;RUE DES FOUGERES;59;6010.0;Couillet;Imprimeur;;071 36 47 47
Toldi;Rue des Genêts;2;6010.0;Couillet;Alimentation générale;;071/479504
MINI SHOP;ROUTE DE PHILIPPEVILLE;442;6010.0;Couillet;Alimentation générale;;
Bea Coiffure;Rue Emile Vandervelde;22;6010.0;Couillet;Coiffeur;;071/430300
KMG Chassis;Rue Emile Vandervelde;19;6010.0;Couillet;Construction;;
Les Jardins de Lise;Rue Emile Vandervelde;4;6010.0;Couillet;Fleuriste;;071/366932
Car and Truck;Route de la Basse Sambre;1;6060.0;Gilly;Voiture;;071 28 11 11
Auto Morphose;Chaussée de Ransart;112;6060.0;Gilly;Voiture;;0477 67 49 42
Pharmacie lecouvet;Chaussée de Ransart;182;6060.0;Gilly;Pharmacie;;071 41 46 65
Bounce Wear;Rue des Vallées;1;6060.0;Gilly;Mode;;071 42 33 50
